date,temperature,humidity,rainfall_mm,month,year,season
2012-01-09 23:00:00,-0.2,64,3.98,1,2012,Winter
2012-01-10 00:00:00,2.5,57,1.69,1,2012,Winter
2012-01-10 01:00:00,2.3,66,0.0,1,2012,Winter
2012-01-10 02:00:00,1.4,75,0.0,1,2012,Winter
2012-01-10 03:00:00,1.6,77,0.0,1,2012,Winter
2012-01-10 04:00:00,1.2,81,0.0,1,2012,Winter
2012-01-10 05:00:00,0.8,86,0.0,1,2012,Winter
2012-01-10 06:00:00,0.7,87,0.0,1,2012,Winter
2012-01-10 07:00:00,1.5,85,0.0,1,2012,Winter
2012-01-10 08:00:00,1.2,85,0.0,1,2012,Winter
2012-01-10 09:00:00,1.6,84,0.0,1,2012,Winter
2012-01-10 10:00:00,2.0,81,0.0,1,2012,Winter
2012-01-10 11:00:00,2.6,77,1.8,1,2012,Winter
2012-01-10 12:00:00,1.4,72,0.0,1,2012,Winter
2012-01-10 13:00:00,0.7,64,0.0,1,2012,Winter
2012-01-10 14:00:00,-0.2,64,1.08,1,2012,Winter
2012-01-10 15:00:00,-1.4,61,0.0,1,2012,Winter
2012-01-10 16:00:00,-3.1,55,0.0,1,2012,Winter
2012-01-10 17:00:00,-4.0,54,0.0,1,2012,Winter
2012-01-10 18:00:00,-4.9,54,0.0,1,2012,Winter
2012-01-10 19:00:00,-5.7,53,0.0,1,2012,Winter
2012-01-10 20:00:00,-6.4,53,0.0,1,2012,Winter
2012-01-10 21:00:00,-6.6,57,4.88,1,2012,Winter
2012-01-10 22:00:00,-7.3,55,0.0,1,2012,Winter
2012-01-10 23:00:00,-8.6,57,0.0,1,2012,Winter
2012-01-11 00:00:00,-9.5,55,1.35,1,2012,Winter
2012-01-11 01:00:00,-10.7,56,0.0,1,2012,Winter
2012-01-11 02:00:00,-12.0,56,0.0,1,2012,Winter
2012-01-11 03:00:00,-12.7,57,0.0,1,2012,Winter
2012-01-11 04:00:00,-13.4,57,17.54,1,2012,Winter
2012-01-11 05:00:00,-13.9,55,0.0,1,2012,Winter
2012-01-11 06:00:00,-14.4,57,0.0,1,2012,Winter
2012-01-11 07:00:00,-14.4,57,0.0,1,2012,Winter
2012-01-11 08:00:00,-14.7,57,0.0,1,2012,Winter
2012-01-11 09:00:00,-14.3,58,0.0,1,2012,Winter
2012-01-11 10:00:00,-13.9,55,0.0,1,2012,Winter
2012-01-11 11:00:00,-13.4,54,3.3,1,2012,Winter
2012-01-11 12:00:00,-12.7,53,0.0,1,2012,Winter
2012-01-11 13:00:00,-12.2,52,16.07,1,2012,Winter
2012-01-11 14:00:00,-11.4,52,0.0,1,2012,Winter
2012-01-11 15:00:00,-11.6,50,0.0,1,2012,Winter
2012-01-11 16:00:00,-11.8,47,0.0,1,2012,Winter
2012-01-11 17:00:00,-11.9,51,0.0,1,2012,Winter
2012-01-11 18:00:00,-12.0,52,0.0,1,2012,Winter
2012-01-11 19:00:00,-11.8,54,0.07,1,2012,Winter
2012-01-11 20:00:00,-11.2,57,0.0,1,2012,Winter
2012-01-11 21:00:00,-11.2,65,0.0,1,2012,Winter
2012-01-11 22:00:00,-10.8,65,0.0,1,2012,Winter
2012-01-11 23:00:00,-10.7,67,3.52,1,2012,Winter
2012-01-12 00:00:00,-10.0,66,0.0,1,2012,Winter
2012-01-12 01:00:00,-9.8,65,0.0,1,2012,Winter
2012-01-12 02:00:00,-9.4,64,0.0,1,2012,Winter
2012-01-12 03:00:00,-9.0,63,0.0,1,2012,Winter
2012-01-12 04:00:00,-8.5,64,0.0,1,2012,Winter
2012-01-12 05:00:00,-8.0,64,0.0,1,2012,Winter
2012-01-12 06:00:00,-7.6,65,0.0,1,2012,Winter
2012-01-12 07:00:00,-7.3,65,0.0,1,2012,Winter
2012-01-12 08:00:00,-7.1,72,0.0,1,2012,Winter
2012-01-12 09:00:00,-6.8,75,0.0,1,2012,Winter
2012-01-12 10:00:00,-6.2,77,0.0,1,2012,Winter
2012-01-12 11:00:00,-6.0,76,0.0,1,2012,Winter
2012-01-12 12:00:00,-5.8,79,0.0,1,2012,Winter
2012-01-12 13:00:00,-5.8,81,3.29,1,2012,Winter
2012-01-12 14:00:00,-5.7,81,0.0,1,2012,Winter
2012-01-12 15:00:00,-5.2,83,0.0,1,2012,Winter
2012-01-12 16:00:00,-4.9,83,0.0,1,2012,Winter
2012-01-12 17:00:00,-5.1,83,0.0,1,2012,Winter
2012-01-12 18:00:00,-5.4,81,0.0,1,2012,Winter
2012-01-12 19:00:00,-5.0,82,13.63,1,2012,Winter
2012-01-12 20:00:00,-5.0,81,0.0,1,2012,Winter
2012-01-12 21:00:00,-4.7,80,0.0,1,2012,Winter
2012-01-12 22:00:00,-4.1,81,0.0,1,2012,Winter
2012-01-12 23:00:00,-4.6,83,0.0,1,2012,Winter
2012-01-13 00:00:00,-5.1,83,10.79,1,2012,Winter
2012-01-13 01:00:00,-5.0,81,18.58,1,2012,Winter
2012-01-13 02:00:00,-4.8,81,0.0,1,2012,Winter
2012-01-13 03:00:00,-4.5,83,0.0,1,2012,Winter
2012-01-13 04:00:00,-5.0,83,0.0,1,2012,Winter
2012-01-13 05:00:00,-5.1,82,0.0,1,2012,Winter
2012-01-13 06:00:00,-5.4,83,0.0,1,2012,Winter
2012-01-13 07:00:00,-5.1,82,0.0,1,2012,Winter
2012-01-13 08:00:00,-5.1,83,0.0,1,2012,Winter
2012-01-13 09:00:00,-5.0,84,0.0,1,2012,Winter
2012-01-13 10:00:00,-4.8,83,0.12,1,2012,Winter
2012-01-13 11:00:00,-4.8,83,1.41,1,2012,Winter
2012-01-13 12:00:00,-4.8,81,0.0,1,2012,Winter
2012-01-13 13:00:00,-4.9,83,0.0,1,2012,Winter
2012-01-13 14:00:00,-4.8,85,0.0,1,2012,Winter
2012-01-13 15:00:00,-4.3,85,3.68,1,2012,Winter
2012-01-13 16:00:00,-3.7,84,1.41,1,2012,Winter
2012-01-13 17:00:00,-2.9,87,0.0,1,2012,Winter
2012-01-13 18:00:00,-1.7,89,4.03,1,2012,Winter
2012-01-13 19:00:00,-2.5,86,11.19,1,2012,Winter
2012-01-13 20:00:00,-3.2,87,0.0,1,2012,Winter
2012-01-13 21:00:00,-4.8,79,1.7,1,2012,Winter
2012-01-13 22:00:00,-5.5,70,17.88,1,2012,Winter
2012-01-13 23:00:00,-7.6,75,0.0,1,2012,Winter
2012-01-14 00:00:00,-8.9,72,3.77,1,2012,Winter
2012-01-14 01:00:00,-9.7,69,0.0,1,2012,Winter
2012-01-14 02:00:00,-11.2,70,12.58,1,2012,Winter
2012-01-14 03:00:00,-12.0,71,1.6,1,2012,Winter
2012-01-14 04:00:00,-13.4,63,1.95,1,2012,Winter
2012-01-14 05:00:00,-14.3,63,0.0,1,2012,Winter
2012-01-14 06:00:00,-15.2,63,6.37,1,2012,Winter
2012-01-14 07:00:00,-16.8,63,0.0,1,2012,Winter
2012-01-14 08:00:00,-17.9,62,19.26,1,2012,Winter
2012-01-14 09:00:00,-18.0,61,0.0,1,2012,Winter
2012-01-14 10:00:00,-18.0,60,0.0,1,2012,Winter
2012-01-14 11:00:00,-17.8,59,0.0,1,2012,Winter
2012-01-14 12:00:00,-17.5,58,0.0,1,2012,Winter
2012-01-14 13:00:00,-17.1,55,0.0,1,2012,Winter
2012-01-14 14:00:00,-16.7,56,0.0,1,2012,Winter
2012-01-14 15:00:00,-16.7,56,3.96,1,2012,Winter
2012-01-14 16:00:00,-16.7,52,0.46,1,2012,Winter
2012-01-14 17:00:00,-17.4,54,0.0,1,2012,Winter
2012-01-14 18:00:00,-17.7,56,0.0,1,2012,Winter
2012-01-14 19:00:00,-18.3,59,0.0,1,2012,Winter
2012-01-14 20:00:00,-19.6,58,0.0,1,2012,Winter
2012-01-14 21:00:00,-20.0,59,1.75,1,2012,Winter
2012-01-14 22:00:00,-19.9,58,0.0,1,2012,Winter
2012-01-14 23:00:00,-20.3,59,0.0,1,2012,Winter
2012-01-15 00:00:00,-21.2,61,3.09,1,2012,Winter
2012-01-15 01:00:00,-21.1,61,0.0,1,2012,Winter
2012-01-15 02:00:00,-21.4,63,0.0,1,2012,Winter
2012-01-15 03:00:00,-20.7,62,0.36,1,2012,Winter
2012-01-15 04:00:00,-21.0,61,3.53,1,2012,Winter
2012-01-15 05:00:00,-21.3,63,0.0,1,2012,Winter
2012-01-15 06:00:00,-23.2,62,0.0,1,2012,Winter
2012-01-15 07:00:00,-22.8,62,10.61,1,2012,Winter
2012-01-15 08:00:00,-23.3,62,0.0,1,2012,Winter
2012-01-15 09:00:00,-22.2,60,4.74,1,2012,Winter
2012-01-15 10:00:00,-20.6,58,16.3,1,2012,Winter
2012-01-15 11:00:00,-19.3,55,0.0,1,2012,Winter
2012-01-15 12:00:00,-18.0,52,0.0,1,2012,Winter
2012-01-15 13:00:00,-16.8,53,2.79,1,2012,Winter
2012-01-15 14:00:00,-16.0,53,0.0,1,2012,Winter
2012-01-15 15:00:00,-15.4,53,6.67,1,2012,Winter
2012-01-15 16:00:00,-15.1,52,0.0,1,2012,Winter
2012-01-15 17:00:00,-16.2,55,0.0,1,2012,Winter
2012-01-15 18:00:00,-16.3,57,0.0,1,2012,Winter
2012-01-15 19:00:00,-16.3,58,0.0,1,2012,Winter
2012-01-15 20:00:00,-16.7,61,0.0,1,2012,Winter
2012-01-15 21:00:00,-16.9,63,0.0,1,2012,Winter
2012-01-15 22:00:00,-16.9,66,0.0,1,2012,Winter
2012-01-15 23:00:00,-16.9,68,2.92,1,2012,Winter
2012-01-16 00:00:00,-17.1,66,10.62,1,2012,Winter
2012-01-16 01:00:00,-17.8,65,0.0,1,2012,Winter
2012-01-16 02:00:00,-18.5,68,1.12,1,2012,Winter
2012-01-16 03:00:00,-19.2,67,5.18,1,2012,Winter
2012-01-16 04:00:00,-18.7,66,5.65,1,2012,Winter
2012-01-16 05:00:00,-19.1,69,2.64,1,2012,Winter
2012-01-16 06:00:00,-18.7,68,6.11,1,2012,Winter
2012-01-16 07:00:00,-17.9,73,0.0,1,2012,Winter
2012-01-16 08:00:00,-17.9,67,12.85,1,2012,Winter
2012-01-16 09:00:00,-14.4,59,0.0,1,2012,Winter
2012-01-16 10:00:00,-13.6,65,0.0,1,2012,Winter
2012-01-16 11:00:00,-12.7,66,0.0,1,2012,Winter
2012-01-16 12:00:00,-10.7,60,0.0,1,2012,Winter
2012-01-16 13:00:00,-10.1,61,0.0,1,2012,Winter
2012-01-16 14:00:00,-9.0,68,5.68,1,2012,Winter
2012-01-16 15:00:00,-8.0,63,0.0,1,2012,Winter
2012-01-16 16:00:00,-7.1,57,18.35,1,2012,Winter
2012-01-16 17:00:00,-7.6,56,0.0,1,2012,Winter
2012-01-16 18:00:00,-12.5,66,0.0,1,2012,Winter
2012-01-16 19:00:00,-14.8,70,0.0,1,2012,Winter
2012-01-16 20:00:00,-14.0,70,0.0,1,2012,Winter
2012-01-16 21:00:00,-12.9,71,0.0,1,2012,Winter
2012-01-16 22:00:00,-12.2,70,0.0,1,2012,Winter
2012-01-16 23:00:00,-11.5,71,0.0,1,2012,Winter
2012-01-17 00:00:00,-10.8,71,0.0,1,2012,Winter
2012-01-17 01:00:00,-10.4,71,19.79,1,2012,Winter
2012-01-17 02:00:00,-9.7,73,0.0,1,2012,Winter
2012-01-17 03:00:00,-9.2,73,0.0,1,2012,Winter
2012-01-17 04:00:00,-9.0,78,0.0,1,2012,Winter
2012-01-17 05:00:00,-8.3,85,3.42,1,2012,Winter
2012-01-17 06:00:00,-7.7,84,0.0,1,2012,Winter
2012-01-17 07:00:00,-7.5,85,17.34,1,2012,Winter
2012-01-17 08:00:00,-7.4,84,15.89,1,2012,Winter
2012-01-17 09:00:00,-7.0,82,0.0,1,2012,Winter
2012-01-17 10:00:00,-6.5,82,0.0,1,2012,Winter
2012-01-17 11:00:00,-6.1,83,17.99,1,2012,Winter
2012-01-17 12:00:00,-5.3,82,0.0,1,2012,Winter
2012-01-17 13:00:00,-5.1,82,0.0,1,2012,Winter
2012-01-17 14:00:00,-4.3,85,0.0,1,2012,Winter
2012-01-17 15:00:00,-3.7,84,4.94,1,2012,Winter
2012-01-17 16:00:00,-3.5,83,0.0,1,2012,Winter
2012-01-17 17:00:00,-3.6,84,0.0,1,2012,Winter
2012-01-17 18:00:00,-3.5,84,0.0,1,2012,Winter
2012-01-17 19:00:00,-3.3,84,17.63,1,2012,Winter
2012-01-17 20:00:00,-3.6,85,2.34,1,2012,Winter
2012-01-17 21:00:00,-2.9,86,0.0,1,2012,Winter
2012-01-17 22:00:00,-1.6,89,0.0,1,2012,Winter
2012-01-17 23:00:00,-0.6,90,0.0,1,2012,Winter
2012-01-18 00:00:00,2.1,90,4.06,1,2012,Winter
2012-01-18 01:00:00,3.7,66,19.95,1,2012,Winter
2012-01-18 02:00:00,0.5,72,0.0,1,2012,Winter
2012-01-18 03:00:00,-3.5,70,4.72,1,2012,Winter
2012-01-18 04:00:00,-6.1,69,1.24,1,2012,Winter
2012-01-18 05:00:00,-7.7,69,0.0,1,2012,Winter
2012-01-18 06:00:00,-8.5,65,0.0,1,2012,Winter
2012-01-18 07:00:00,-9.8,64,14.09,1,2012,Winter
2012-01-18 08:00:00,-10.9,63,0.0,1,2012,Winter
2012-01-18 09:00:00,-11.2,61,0.0,1,2012,Winter
2012-01-18 10:00:00,-11.2,61,0.0,1,2012,Winter
2012-01-18 11:00:00,-11.1,58,0.0,1,2012,Winter
2012-01-18 12:00:00,-11.0,57,0.0,1,2012,Winter
2012-01-18 13:00:00,-10.6,55,0.0,1,2012,Winter
2012-01-18 14:00:00,-10.3,55,0.0,1,2012,Winter
2012-01-18 15:00:00,-10.4,54,2.6,1,2012,Winter
